mode,pathway,lambda,slope_k,intercept_z_b,intercept_raw_b,baseline_raw_r2,calibrated_raw_r2,delta_raw_r2,baseline_pcc,calibrated_pcc,delta_pcc,pcc_changed,pcc_sign_flipped,baseline_raw_mae,calibrated_raw_mae,delta_raw_mae,fallback_reason
Mode_B_Pathway_Specific_Lambda,G2M_Checkpoint,10.0,1.0009966892272069,-0.00011823211713350048,-0.25449728145528494,-0.19134676819013885,-0.18998113957176144,0.0013656286183774125,0.6742574845520563,0.674257484552056,-2.220446049250313e-16,False,False,1899.2600324743275,1897.7800576816558,-1.4799747926717828,none
Mode_B_Pathway_Specific_Lambda,Mitotic_Spindle,10.0,1.0024676466185602,0.00134700576429633,2.485794553491018,-0.09960305101121492,-0.09428297979515698,0.005320071216057931,0.6354781658498121,0.635478165849812,-1.1102230246251565e-16,False,False,1540.587489113689,1536.020752094165,-4.566737019523998,none
Mode_B_Pathway_Specific_Lambda,Unfolded_Protein_Response,10.0,1.0002743927166269,-0.002302645001407464,-4.427205049218839,0.13969131721038708,0.13691627136300444,-0.00277504584738264,0.6025634370370726,0.6025634370370726,0.0,False,False,1008.6035752670011,1010.8719132357663,2.268337968765195,none
Mode_B_Pathway_Specific_Lambda,mTOR_Signaling,10.0,0.9999602105095036,-0.0002583898227216418,-0.46558363006686926,0.3904013826778301,0.39020791908867003,-0.0001934635891600589,0.6623655704256954,0.6623655704256954,0.0,False,False,735.0332123827197,735.1828460343221,0.14963365160235753,none
Mode_B_Pathway_Specific_Lambda,Interferon_Alpha,10.0,0.9989432635868102,0.0012563667091838606,2.337995261167977,-2.6751053783419865,-2.666203498189896,0.008901880152090591,0.21723214005805577,0.21723214005805594,1.6653345369377348e-16,False,False,1904.6700871651312,1902.1947579854,-2.4753291797312613,none
Mode_B_Pathway_Specific_Lambda,Angiogenesis,10.0,0.9997875345709922,-0.0007654654474210488,-1.3526443791266596,0.3150827482024734,0.31553529619283327,0.00045254799035987503,0.6370193712361416,0.6370193712361415,-1.1102230246251565e-16,False,False,1218.0562699419245,1217.5268047889174,-0.5294651530070951,none
Mode_B_Pathway_Specific_Lambda,Apoptosis,1.0,0.9838466844154495,0.02201598444145797,34.394863824688265,0.0903887225938309,0.10093909907267062,0.010550376478839718,0.4252418134504551,0.4252418134504552,1.1102230246251565e-16,False,False,767.5715575665446,762.098618468961,-5.472939097583549,none
Mode_B_Pathway_Specific_Lambda,TNF_Signaling,10.0,0.9979891405589811,0.0010286494400253915,2.251362137034415,-0.27495764543330403,-0.2741631901262649,0.0007944553070391436,0.30415236445966204,0.30415236445966204,0.0,False,False,1355.917856850023,1355.4912856830617,-0.42657116696136654,none
Mode_B_Pathway_Specific_Lambda,ECM_Organization,10.0,1.0017135420005572,-0.00017218728117016508,-0.5457128001842253,0.5321936693862169,0.5316981589663266,-0.000495510419890377,0.7352796536234459,0.7352796536234459,0.0,False,False,1078.2276831469892,1078.395828049454,0.16814490246474634,none
Mode_C_Lambda_0.0001,tls,0.0001,0.9986152912821296,0.04292842591226542,67.881270971764,0.38636895043839303,0.38976358624310026,0.0033946358047072245,0.6639869497301302,0.6639869497301297,-4.440892098500626e-16,False,False,1178.2267359477232,1193.0770960004181,14.850360052694896,none
