sampling_method,calibration_fraction,repeat,seed,n_calibration,n_test,baseline_mean_r2,calibrated_mean_r2,delta_mean_r2,baseline_mean_pcc,calibrated_mean_pcc,baseline_mean_ccc,calibrated_mean_ccc,baseline_mean_raw_mae,calibrated_mean_raw_mae,delta_mean_raw_mae
spatial_stratified,0.01,182,20260907,10,1029,-0.0861530886074,0.228626086314,0.314779174922,0.519568380481,0.519568380481,0.39867304486,0.448567028257,1177.07882462,965.084546552,-211.994278066
spatial_stratified,0.01,183,20260908,10,1029,-0.0833734716457,0.120900107745,0.204273579391,0.520491556029,0.520491556029,0.40005051575,0.426362824584,1174.81252101,1035.54108322,-139.271437794
spatial_stratified,0.01,184,20260909,10,1029,-0.084222436991,0.218698601384,0.302921038375,0.519798852437,0.519798852437,0.399518857805,0.448398628327,1176.2568372,971.782717457,-204.474119747
spatial_stratified,0.01,185,20260910,10,1029,-0.0865380215823,0.188336500185,0.274874521768,0.520161914108,0.520161914108,0.399442549307,0.439977584301,1176.02294923,1029.15484711,-146.868102123
spatial_stratified,0.01,186,20260911,10,1029,-0.0868482570426,0.231067386745,0.317915643788,0.520251359967,0.520251359967,0.399553948493,0.451180459715,1177.04703308,978.082965021,-198.964068056
spatial_stratified,0.01,187,20260912,10,1029,-0.0826236653097,0.15860377582,0.24122744113,0.520990490189,0.520990490189,0.400561200582,0.4411973502,1175.28118219,1001.84107303,-173.440109163
spatial_stratified,0.01,188,20260913,10,1029,-0.0863926258615,0.215279752905,0.301672378767,0.51985440564,0.51985440564,0.399408879567,0.445657018352,1176.08737223,978.292880829,-197.794491405
spatial_stratified,0.01,189,20260914,10,1029,-0.0862087498482,0.194620168053,0.280828917901,0.52013753822,0.52013753822,0.399453670514,0.441047041322,1176.51178355,997.815137787,-178.696645761
spatial_stratified,0.01,190,20260915,10,1029,-0.0847231386914,0.225674328139,0.31039746683,0.520042796323,0.520042796323,0.398963355948,0.451436795137,1177.32137133,967.669413766,-209.651957559
spatial_stratified,0.01,191,20260916,10,1029,-0.0850577680152,0.20617753743,0.291235305445,0.519815249594,0.519815249594,0.399488443033,0.446964798699,1175.47688182,988.205741368,-187.271140451
spatial_stratified,0.01,192,20260917,10,1029,-0.0865274361942,0.21074744343,0.297274879624,0.520290513189,0.520290513189,0.399563032119,0.44253568043,1176.64105757,980.965630224,-195.675427344
spatial_stratified,0.01,193,20260918,10,1029,-0.0886682163102,0.206077759469,0.29474597578,0.519424815367,0.519424815367,0.398571045543,0.443877215492,1177.4429214,997.729890954,-179.713030442
spatial_stratified,0.01,194,20260919,10,1029,-0.0872409513346,0.218308804691,0.305549756025,0.519043139286,0.519043139286,0.39871065809,0.446430485325,1176.33148545,972.653462497,-203.678022956
spatial_stratified,0.01,195,20260920,10,1029,-0.0896024969273,0.195035191869,0.284637688796,0.52043393924,0.52043393924,0.399501133943,0.443068761312,1174.68075789,995.037161772,-179.643596121
spatial_stratified,0.01,196,20260921,10,1029,-0.0876043283181,0.212447207829,0.300051536147,0.520336547002,0.520336547002,0.399803924069,0.449068321844,1176.11161056,977.07398813,-199.03762243
spatial_stratified,0.01,197,20260922,10,1029,-0.0849115510763,0.226349119045,0.311260670121,0.519917581549,0.519917581549,0.399229383927,0.452623938342,1177.01072663,978.227759977,-198.782966658
spatial_stratified,0.01,198,20260923,10,1029,-0.0858728432076,0.220769630171,0.306642473379,0.521242660906,0.521242660906,0.400441329368,0.447836857923,1174.65584387,981.317047894,-193.338795975
spatial_stratified,0.01,199,20260924,10,1029,-0.0850522532032,0.203926886599,0.288979139803,0.521390110425,0.521390110425,0.400553839284,0.44169867736,1175.43183128,987.053531911,-188.378299371
spatial_stratified,0.02,0,20260725,21,1018,-0.09297708518,0.230929634899,0.323906720079,0.517938552324,0.517938552324,0.397340097312,0.450474466101,1177.0658977,976.645686226,-200.420211478
spatial_stratified,0.02,1,20260726,21,1018,-0.0841495380954,0.250137532555,0.33428707065,0.521055567935,0.521055567935,0.400419043769,0.457975704746,1175.29060298,960.042700779,-215.2479022
spatial_stratified,0.02,2,20260727,21,1018,-0.0889623802616,0.229486875324,0.318449255586,0.520108969654,0.520108969654,0.399472325437,0.449568750587,1175.07743381,976.416792174,-198.660641634
spatial_stratified,0.02,3,20260728,21,1018,-0.0867561825975,0.22497484608,0.311731028678,0.521087020393,0.521087020393,0.400081263202,0.448781690166,1176.24193122,985.71256453,-190.529366688
spatial_stratified,0.02,4,20260729,21,1018,-0.0922809040709,0.23652590293,0.328806807001,0.517982534025,0.517982534025,0.396995955201,0.450980250608,1175.42881667,973.940569438,-201.488247237
spatial_stratified,0.02,5,20260730,21,1018,-0.0907629470884,0.252377735205,0.343140682293,0.517909132274,0.517909132274,0.397219025387,0.455600379592,1175.76270301,961.885980711,-213.876722303
spatial_stratified,0.02,6,20260731,21,1018,-0.0871471733806,0.237278089461,0.324425262842,0.518931299472,0.518931299472,0.398601270034,0.453866132763,1174.87864079,970.44761016,-204.431030626
